"","Sequence","mcg","gvh","alm","mit","erl","pox","vac","nuc","class"
"757","RTPT_YEAST",0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,7
"758","PT27_YEAST",0.26,0.28,0.6,0.2,0.5,0,0.54,0.31,7
"759","PT91_YEAST",0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,7
"760","PT09_YEAST",0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,7
"761","PT94_YEAST",0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,7
"762","PT54_YEAST",0.5,0.57,0.62,0.25,0.5,0,0.51,0.22,7
"785","PIF1_YEAST",0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,7
"787","LONM_YEAST",0.47,0.54,0.53,0.77,0.5,0,0.52,0.36,7
"815","IPY2_YEAST",0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,7
"851","DPSD_YEAST",0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,7
"860","PUT1_YEAST",0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,7
"861","PUT2_YEAST",0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,7
"867","UCRX_YEAST",0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,7
"868","UCR2_YEAST",0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,7
"869","UCR6_YEAST",0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,7
"870","UCRQ_YEAST",0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,7
"871","UCR8_YEAST",0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,7
"872","UCR9_YEAST",0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,7
"900","RCA1_YEAST",0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,7
"919","RIM1_YEAST",0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,7
"920","RIM2_YEAST",0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,7
"921","UCRI_YEAST",0.47,0.53,0.48,0.51,0.5,0,0.54,0.22,7
"1002","RPM2_YEAST",0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,7
"1005","RPOM_YEAST",0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,7
"1040","SCJ1_YEAST",0.39,1,0.38,0.41,0.5,0,0.5,0.27,7
"1043","SCO1_YEAST",0.52,0.54,0.47,0.49,0.5,0,0.54,0.22,7
"1045","DHSA_YEAST",0.56,0.65,0.49,0.56,0.5,0,0.49,0.22,7
"1046","DHSB_YEAST",0.53,0.51,0.55,0.57,0.5,0,0.46,0.22,7
"1047","SDH3_YEAST",0.54,0.64,0.4,0.56,0.5,0,0.51,0.22,7
"1048","SDH4_YEAST",0.47,0.58,0.47,0.52,0.5,0,0.54,0.22,7
"1076","TRAM_YEAST",0.47,0.52,0.54,0.25,0.5,0,0.54,0.29,7
"1087","SHM1_YEAST",0.56,0.59,0.45,0.15,0.5,0,0.54,0.22,7
"1088","GLYM_YEAST",0.47,0.56,0.53,0.44,0.5,0,0.53,0.22,7
"1116","SMF1_YEAST",0.57,0.51,0.34,0.13,0.5,0,0.53,0.27,7
"1117","SMF2_YEAST",0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,7
"1133","SODM_YEAST",0.54,0.47,0.58,0.4,0.5,0,0.46,0.27,7
"1180","HS77_YEAST",0.51,0.5,0.49,0.45,0.5,0,0.48,0.22,7
"1200","STF1_YEAST",0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,7
"1201","STF2_YEAST",0.28,0.18,0.72,0.26,0.5,0,0.49,0.25,7
"1220","SUV3_YEAST",0.61,0.54,0.54,0.38,0.5,0,0.54,0.29,7
"1291","TRM1_YEAST",0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,7
"1305","EFTU_YEAST",0.61,0.73,0.5,0.58,0.5,0,0.5,0.22,7
"1333","RMAR_YEAST",0.66,0.37,0.6,0.25,0.5,0,0.69,0.22,7
"1358","YAB1_YEAST",0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,7
"1373","CACM_YEAST",0.45,0.39,0.46,0.29,0.5,0,0.42,0.22,7
"1374","FMT_YEAST",0.59,0.56,0.5,0.48,0.5,0,0.46,0.22,7
"1380","MRF1_YEAST",0.46,0.61,0.55,0.29,0.5,0,0.49,0.22,7
"1392","YB8E_YEAST",0.56,0.71,0.47,0.21,0.5,0,0.52,0.22,7
"1398","YCA9_YEAST",0.58,0.63,0.52,0.7,0.5,0,0.46,0.22,7
"1405","SYN_YEAST",0.47,0.41,0.53,0.27,0.5,0,0.47,0.25,7
"1445","YIA6_YEAST",0.51,0.59,0.46,0.13,0.5,0,0.48,0.22,7
"1450","YIN4_YEAST",0.58,0.67,0.49,0.16,0.5,0,0.47,0.28,7
"1459","PMT_YEAST",0.5,0.61,0.44,0.2,0.5,0,0.49,0.22,7
"1461","YKN4_YEAST",0.46,0.62,0.46,0.54,0.5,0,0.51,0.27,7
"1463","ACP_YEAST",0.52,0.53,0.58,0.69,0.5,0,0.5,0.22,7
"1469","YMC1_YEAST",0.39,0.58,0.47,0.18,0.5,0,0.48,0.22,7
"1470","YMC2_YEAST",0.38,0.47,0.47,0.18,0.5,0,0.44,0.26,7
"1471","YME1_YEAST",0.63,0.57,0.5,0.48,0.5,0,0.51,0.22,7
"1472","RMR3_YEAST",0.51,0.45,0.62,0.25,0.5,0,0.59,0.22,7
